"MIS_CLASS","MIS_CODE","CODE_DESC","ACTIVE"
"SUBINDCOD","87300","QOCALAR VE EMEK QABILIY ITIRMIS SEXSLER UCUN YASAYIS TEMINATI DAXIL, SOSIAL XIDMETLERIN GOSTERILMESI","A"
"SUBINDCOD","87900","YASAYISI TEMIN ETMEKLE SAIR SOSIAL TEMINAT","A"
"SUBINDCOD","88","Yasayisla teminatsiz sosial xidmetlerin gosterilmesi","A"
"SUBINDCOD","88100","QOCALAR VE EMEK QABILIYYETINI ITIRMIS SEXSLER UCUN YASAYISA TEMINATSIZ SOSIAL XIDMETLERIN GOSTERILMESI","A"
"SUBINDCOD","88910","USAQLARA GUNDUZ VAXTI QULLUQ ETME","A"
"SUBINDCOD","88990","DIGER QRUPLARA DAXIL EDILMEYEN YASAYISA TEMINATSIZ SAIR SOSIAL XIDMETLERIN GOSTERILMESI","A"
"SUBINDCOD","90","Incesenet sahesinde sair fealiyyetin gosterilmesi ve medeni eylenceli tedbirlerin heyata kecirilmesi","A"
"SUBINDCOD","90010","SEHNE SENETI","A"
"SUBINDCOD","90012","MUSIQICILER","A"
"SUBINDCOD","90020","SEHNE SENETI SAHESINDE YARDIMCI FEALIYYET","A"
"SUBINDCOD","90030","INCESENETIN SAIR SAHELERI UZRE FEALIYYET","A"
"SUBINDCOD","90040","TEATR VE KONSERT ZALLARININ FEALIYYETI","A"
"SUBINDCOD","91","Kitabxana, arxiv, muzeylerin ve diger medeniyyet muessiselerinin fealiyyeti","A"
"SUBINDCOD","91010","KITABXANA VE ARXIVLERIN FEALIYYETI","A"
"SUBINDCOD","91020","MUZEYLERIN FEALIYYETI","A"
"SUBINDCOD","91030","TARIXI YERLERIN VE BINALARIN MUHAFIZESI SAHESINDE FEALIYYETI","A"
"SUBINDCOD","91040","NEBATET BAGLARININ, HEYVANXANALARIN VE QORUQLARIN FEALIYYETI","A"
"SUBINDCOD","91330","Gənclərin hüquqi maarifləndirilməsi sahəsi","A"
"SUBINDCOD","92","Qumar oyunlarinin teskili ve merc cekmek uzre fealiyyet","A"
"SUBINDCOD","92000","HEVESLENDIRICI OYUNLARIN KECIRILMESI SAHESINDE FEALIYYET","A"
"SUBINDCOD","93","Istirahet ve eylencenin teskili uzre idman ve diger fealiyyet","A"
"SUBINDCOD","93110","IDMAN OBYEKTLERININ ISTISMARI VE IDARE EDILMESI","A"
"SUBINDCOD","93120","IDMAN KLUBLARININ FEALIYYETI","A"
"SUBINDCOD","93130","FITNES KLUBLARININ FEALIYYETI","A"
"SUBINDCOD","93190","IDMAN SAHESINDE SAIR FEALIYYET","A"
"SUBINDCOD","93210","ISTIRAHET VE EYLENCE PARKLARININ FEALIYYETI","A"
"SUBINDCOD","93290","ISTIRAHET VE EYLENCELERIN TESKILI UZRE SAIR FEALIYYET","A"
"SUBINDCOD","94","Ictimai birliklerin (teskilatlarin) fealiyyeti","A"
"SUBINDCOD","94110","KOMMERSIYA VE SAHIBKAR TESKILATLARIN (CEMIYYETLERIN, BIRLIKLERIN, ITTIFAQLARIN) FEALIYYETI","A"
"SUBINDCOD","94120","PESEKAR BIRLIKLERIN (ITTIFAQLARIN) FEALIYYETI","A"
"SUBINDCOD","94200","HEMKARLAR BIRLIKLERININ (ITTIFAQLARININ) FEALIYYETI","A"
"SUBINDCOD","94910","DINI TESKILATLARIN FEALIYYETI","A"
"SUBINDCOD","94920","SIYASI TESKILATLARIN FEALIYYETI","A"
"SUBINDCOD","94990","DIGER QRUPLARA DAXIL EDILMEYEN SAIR ICTIMAI TESKILATLARIN FEALIYYETI","A"
"SUBINDCOD","95","Komputerlerin, sexsi istifade esyalarinin, meiset mallarinin temiri","A"
"SUBINDCOD","95110","KOMPUTERLERIN VE PERIFERIYA AVADANLIQLARININ TEMIRI","A"
"SUBINDCOD","95120","RABITE AVADANLIQLARININ TEMIRI","A"
"SUBINDCOD","95210","MEISET ELEKTRIK AVADANLIQLARININ TEMIRI","A"
"SUBINDCOD","95219","SAAT TELEVIZOR SOYUDUCU VE DIGER MEISHET CIHAZLARININ TEMIRI","A"
"SUBINDCOD","95220","MEISET TEXNIKASININ VE BAG TESERRUFATI AVADANLIQLARININ TEMIRI","A"
"SUBINDCOD","95230","AYAQQABI VE DERIDEN DIGER MEMULATLARIN TEMIRI","A"
"SUBINDCOD","95239","ÇƏKMƏCİ, PİNƏÇİ ","A"
"SUBINDCOD","95240","MEBELLERIN VE EV UCUN OXSAR MEMULATLARIN TEMIRI","A"
"SUBINDCOD","95251","SAATLARIN VE ZERGERLIK MEMULATLARININ TEMIRI","A"
"SUBINDCOD","95252","QIYM METAL VE QIYM DASL MEHSULLARIN, ZERGER VE DIGER MEISET MEMULATLARININ HAZIRLANMASI VE TEMIRI","A"
"SUBINDCOD","95290","SAIR SEXSI ISTIFADE ESYALARININ VE MEISET MALLARININ TEMIRI","A"
"SUBINDCOD","96","Sair ferdi xidmetlerin gosterilmesi","A"
"SUBINDCOD","96010","TOXUCULUQ VE XEZ MEMULATLARININ YUYULMASI, KIMYEVI TEMIZLENMESI VE BOYANMASI","A"
"SUBINDCOD","96020","BERBERXANA VE GOZELLIK SALONLARI TEREFINDEN XIDMETLERIN GOSTERILMESI","A"
"SUBINDCOD","96029","FERDI QAYDADA BERBER FEALIYYETI

","A"
"SUBINDCOD","96030","DEFN MERASIMLERININ TESKILI VE BUNUNLA ELAQEDAR XIDMETLERIN GOSTERILMESI","A"
"SUBINDCOD","96040","FIZIKI RAHATLIGIN TEMIN EDILMESI UZRE FEALIYYET","A"
"SUBINDCOD","96090","DIGER QRUPLARA DAXIL EDILMEYEN SAIR FERDI XIDMETLERIN GOSTERILMESI","A"
"SUBINDCOD","96098","FERDI QAYDADA DERZI FEALIYYETI","A"
"SUBINDCOD","96099","Ferdi yasay.ev-de ve menzil-de ev qulluq-u,xest-re,qoca-a və usaq-a qulluq xidm və diger analoji isler","A"
"SUBINDCOD","97","Muzdlu iscilerle sexsi ev teserrufatlarinin fealiyyeti","A"
"SUBINDCOD","97000","MUZDLU ISCILERLE SEXSI EV TESERRUFATLARININ FEALIYYETI","A"
"SUBINDCOD","97002","MUZDLU ISE GORE EMEK HAQQINDAN GELIR VERGISI ODEYEN FIZIKI SEXS","A"
"SUBINDCOD","98","Sexsi ev teserrufatinda ferdi istehlak ucun istehsal edilen mehsullar ve gosterilen xidmetler","A"
"SUBINDCOD","98100","SEXSI EV TESERRUFATINDA FERDI ISTEHLAK UCUN ISTEHSAL EDILEN MEHSULLAR VE GOSTERILEN XIDMETLER","A"
"SUBINDCOD","98200","EV TESERRUFATLARI TEREFINDEN SEXSI ISTEHLAK UCUN MUXTELIF XIDMETLERIN GOSTERILMESI","A"
"SUBINDCOD","99","Toxunulmazliq huququ olan teskilatlarin fealiyyeti","A"
"SUBINDCOD","99000","TOXUNULMAZLIQ HUQUQU OLAN TESKILATLARIN FEALIYYETI","A"
"SUBINDCOD","99911","BITKICILIK","A"
